source,relation,target
Imipramine,TARGETS,Muscarinic/Histamine receptors
Imipramine,METABOLIZED_BY,CYP2D6
Imipramine,METABOLIZED_BY,CYP1A2
Imipramine,TRANSPORTED_BY,P-glycoprotein (P-gp)
Imipramine,PARTICIPATES_IN,Monoaminergic neurotransmission pathway
Imipramine,CAUSES,Anticholinergic effects
Imipramine,CAUSES,QTc prolongation
Imipramine,CAUSES,Orthostatic hypotension
Imipramine,CAUSES,Sedation
Imipramine,CAUSES,Weight gain
Desipramine,TARGETS,Norepinephrine transporter (NET)
Desipramine,TARGETS,Serotonin transporter (SERT)
Desipramine,TARGETS,Muscarinic/Histamine receptors
Desipramine,METABOLIZED_BY,CYP2D6
Desipramine,METABOLIZED_BY,CYP1A2
Desipramine,TRANSPORTED_BY,P-glycoprotein (P-gp)
Desipramine,PARTICIPATES_IN,Monoaminergic neurotransmission pathway
Desipramine,CAUSES,Anticholinergic effects
Desipramine,CAUSES,QTc prolongation
Desipramine,CAUSES,Orthostatic hypotension
Desipramine,CAUSES,Sedation
Desipramine,CAUSES,Weight gain
Clomipramine,TARGETS,Norepinephrine transporter (NET)
Clomipramine,TARGETS,Serotonin transporter (SERT)
Clomipramine,TARGETS,Muscarinic/Histamine receptors
Clomipramine,METABOLIZED_BY,CYP2D6
Clomipramine,METABOLIZED_BY,CYP1A2
Clomipramine,TRANSPORTED_BY,P-glycoprotein (P-gp)
Clomipramine,PARTICIPATES_IN,Monoaminergic neurotransmission pathway
Clomipramine,CAUSES,Anticholinergic effects
Clomipramine,CAUSES,QTc prolongation
Clomipramine,CAUSES,Orthostatic hypotension
Clomipramine,CAUSES,Sedation
Clomipramine,CAUSES,Weight gain
Doxepin,TARGETS,Norepinephrine transporter (NET)
Doxepin,TARGETS,Serotonin transporter (SERT)
Doxepin,TARGETS,Muscarinic/Histamine receptors
Doxepin,METABOLIZED_BY,CYP2D6
Doxepin,METABOLIZED_BY,CYP1A2
Doxepin,TRANSPORTED_BY,P-glycoprotein (P-gp)
Doxepin,PARTICIPATES_IN,Monoaminergic neurotransmission pathway
Doxepin,CAUSES,Anticholinergic effects
Doxepin,CAUSES,QTc prolongation
Doxepin,CAUSES,Orthostatic hypotension
Doxepin,CAUSES,Sedation
Doxepin,CAUSES,Weight gain
Protriptyline,TARGETS,Norepinephrine transporter (NET)
Protriptyline,TARGETS,Serotonin transporter (SERT)
Protriptyline,TARGETS,Muscarinic/Histamine receptors
Protriptyline,METABOLIZED_BY,CYP2D6
Protriptyline,METABOLIZED_BY,CYP1A2
Protriptyline,TRANSPORTED_BY,P-glycoprotein (P-gp)
Protriptyline,PARTICIPATES_IN,Monoaminergic neurotransmission pathway
Protriptyline,CAUSES,Anticholinergic effects
Protriptyline,CAUSES,QTc prolongation
Protriptyline,CAUSES,Orthostatic hypotension
Protriptyline,CAUSES,Sedation
Protriptyline,CAUSES,Weight gain
Olanzapine,TARGETS,Dopamine D2 receptor
Olanzapine,TARGETS,Serotonin 5-HT2A receptor
Olanzapine,METABOLIZED_BY,CYP2D6
Olanzapine,METABOLIZED_BY,CYP3A4
Olanzapine,METABOLIZED_BY,CYP1A2
Olanzapine,TRANSPORTED_BY,P-glycoprotein (P-gp)
Olanzapine,PARTICIPATES_IN,Dopaminergic and serotonergic neurotransmission pathways
Olanzapine,CAUSES,Metabolic syndrome
Olanzapine,CAUSES,Extrapyramidal symptoms
Olanzapine,CAUSES,Hyperprolactinemia
Olanzapine,CAUSES,QTc prolongation
Olanzapine,CAUSES,Sedation
Risperidone,TARGETS,Dopamine D2 receptor
Risperidone,TARGETS,Serotonin 5-HT2A receptor
Risperidone,METABOLIZED_BY,CYP2D6
Risperidone,METABOLIZED_BY,CYP3A4
Risperidone,METABOLIZED_BY,CYP1A2
Risperidone,TRANSPORTED_BY,P-glycoprotein (P-gp)
Risperidone,PARTICIPATES_IN,Dopaminergic and serotonergic neurotransmission pathways
Risperidone,CAUSES,Metabolic syndrome
Risperidone,CAUSES,Extrapyramidal symptoms
Risperidone,CAUSES,Hyperprolactinemia
Risperidone,CAUSES,QTc prolongation
Risperidone,CAUSES,Sedation
Quetiapine,TARGETS,Dopamine D2 receptor
Quetiapine,TARGETS,Serotonin 5-HT2A receptor
Quetiapine,METABOLIZED_BY,CYP2D6
Quetiapine,METABOLIZED_BY,CYP3A4
Quetiapine,METABOLIZED_BY,CYP1A2
Quetiapine,TRANSPORTED_BY,P-glycoprotein (P-gp)
Quetiapine,PARTICIPATES_IN,Dopaminergic and serotonergic neurotransmission pathways
Quetiapine,CAUSES,Metabolic syndrome
Quetiapine,CAUSES,Extrapyramidal symptoms
Quetiapine,CAUSES,Hyperprolactinemia
Quetiapine,CAUSES,QTc prolongation
Quetiapine,CAUSES,Sedation
Aripiprazole,TARGETS,Dopamine D2 receptor
Aripiprazole,TARGETS,Serotonin 5-HT2A receptor
Aripiprazole,METABOLIZED_BY,CYP2D6
Aripiprazole,METABOLIZED_BY,CYP3A4
Aripiprazole,METABOLIZED_BY,CYP1A2
Aripiprazole,TRANSPORTED_BY,P-glycoprotein (P-gp)
Aripiprazole,PARTICIPATES_IN,Dopaminergic and serotonergic neurotransmission pathways
Aripiprazole,CAUSES,Metabolic syndrome
Aripiprazole,CAUSES,Extrapyramidal symptoms
Aripiprazole,CAUSES,Hyperprolactinemia
Aripiprazole,CAUSES,QTc prolongation
Aripiprazole,CAUSES,Sedation
Ziprasidone,TARGETS,Dopamine D2 receptor
Ziprasidone,TARGETS,Serotonin 5-HT2A receptor
Ziprasidone,METABOLIZED_BY,CYP2D6
Ziprasidone,METABOLIZED_BY,CYP3A4
Ziprasidone,METABOLIZED_BY,CYP1A2
Ziprasidone,TRANSPORTED_BY,P-glycoprotein (P-gp)
Ziprasidone,PARTICIPATES_IN,Dopaminergic and serotonergic neurotransmission pathways
Ziprasidone,CAUSES,Metabolic syndrome
Ziprasidone,CAUSES,Extrapyramidal symptoms
Ziprasidone,CAUSES,Hyperprolactinemia
Ziprasidone,CAUSES,QTc prolongation
Ziprasidone,CAUSES,Sedation
Clozapine,TARGETS,Dopamine D2 receptor
Clozapine,TARGETS,Serotonin 5-HT2A receptor
Clozapine,METABOLIZED_BY,CYP2D6
Clozapine,METABOLIZED_BY,CYP3A4
Clozapine,METABOLIZED_BY,CYP1A2
Clozapine,TRANSPORTED_BY,P-glycoprotein (P-gp)
Clozapine,PARTICIPATES_IN,Dopaminergic and serotonergic neurotransmission pathways
Clozapine,CAUSES,Metabolic syndrome
Clozapine,CAUSES,Extrapyramidal symptoms
Clozapine,CAUSES,Hyperprolactinemia
Clozapine,CAUSES,QTc prolongation
Clozapine,CAUSES,Sedation
Paliperidone,TARGETS,Dopamine D2 receptor
Paliperidone,TARGETS,Serotonin 5-HT2A receptor
Paliperidone,METABOLIZED_BY,CYP2D6
Paliperidone,METABOLIZED_BY,CYP3A4
Paliperidone,METABOLIZED_BY,CYP1A2
Paliperidone,TRANSPORTED_BY,P-glycoprotein (P-gp)
Paliperidone,PARTICIPATES_IN,Dopaminergic and serotonergic neurotransmission pathways
Paliperidone,CAUSES,Metabolic syndrome
Paliperidone,CAUSES,Extrapyramidal symptoms
Paliperidone,CAUSES,Hyperprolactinemia
Paliperidone,CAUSES,QTc prolongation
Paliperidone,CAUSES,Sedation
Lurasidone,TARGETS,Dopamine D2 receptor
Lurasidone,TARGETS,Serotonin 5-HT2A receptor
Lurasidone,METABOLIZED_BY,CYP2D6
Lurasidone,METABOLIZED_BY,CYP3A4
Lurasidone,METABOLIZED_BY,CYP1A2
Lurasidone,TRANSPORTED_BY,P-glycoprotein (P-gp)
Lurasidone,PARTICIPATES_IN,Dopaminergic and serotonergic neurotransmission pathways
Lurasidone,CAUSES,Metabolic syndrome
Lurasidone,CAUSES,Extrapyramidal symptoms
Lurasidone,CAUSES,Hyperprolactinemia
Lurasidone,CAUSES,QTc prolongation
Lurasidone,CAUSES,Sedation
Cariprazine,TARGETS,Dopamine D2 receptor
Cariprazine,TARGETS,Serotonin 5-HT2A receptor
Cariprazine,METABOLIZED_BY,CYP2D6
Cariprazine,METABOLIZED_BY,CYP3A4
Cariprazine,METABOLIZED_BY,CYP1A2
Cariprazine,TRANSPORTED_BY,P-glycoprotein (P-gp)
Cariprazine,PARTICIPATES_IN,Dopaminergic and serotonergic neurotransmission pathways
Cariprazine,CAUSES,Metabolic syndrome
Cariprazine,CAUSES,Extrapyramidal symptoms
Cariprazine,CAUSES,Hyperprolactinemia
Cariprazine,CAUSES,QTc prolongation
Cariprazine,CAUSES,Sedation
Brexpiprazole,TARGETS,Dopamine D2 receptor
Brexpiprazole,TARGETS,Serotonin 5-HT2A receptor
Brexpiprazole,METABOLIZED_BY,CYP2D6
Brexpiprazole,METABOLIZED_BY,CYP3A4
Brexpiprazole,METABOLIZED_BY,CYP1A2
Brexpiprazole,TRANSPORTED_BY,P-glycoprotein (P-gp)
Brexpiprazole,PARTICIPATES_IN,Dopaminergic and serotonergic neurotransmission pathways
Brexpiprazole,CAUSES,Metabolic syndrome
Brexpiprazole,CAUSES,Extrapyramidal symptoms
Brexpiprazole,CAUSES,Hyperprolactinemia
Brexpiprazole,CAUSES,QTc prolongation
Brexpiprazole,CAUSES,Sedation
Furosemide,TARGETS,Na-K-2Cl cotransporter (NKCC2)
Furosemide,TARGETS,Na-Cl cotransporter (NCC)
Furosemide,METABOLIZED_BY,Not significantly metabolized
Furosemide,TRANSPORTED_BY,OAT1
Furosemide,TRANSPORTED_BY,OAT3
Furosemide,TRANSPORTED_BY,OAT4
Furosemide,PARTICIPATES_IN,Renal electrolyte handling pathway
Furosemide,CAUSES,Hypokalemia
Furosemide,CAUSES,Hyponatremia
Furosemide,CAUSES,Hyperuricemia
Furosemide,CAUSES,Dehydration
Furosemide,CAUSES,Ototoxicity (loops)
Bumetanide,TARGETS,Na-K-2Cl cotransporter (NKCC2)
Bumetanide,TARGETS,Na-Cl cotransporter (NCC)
Bumetanide,METABOLIZED_BY,Not significantly metabolized
Bumetanide,TRANSPORTED_BY,OAT1
Bumetanide,TRANSPORTED_BY,OAT3
Bumetanide,TRANSPORTED_BY,OAT4
Bumetanide,PARTICIPATES_IN,Renal electrolyte handling pathway
Bumetanide,CAUSES,Hypokalemia
Bumetanide,CAUSES,Hyponatremia
Bumetanide,CAUSES,Hyperuricemia
Bumetanide,CAUSES,Dehydration
Bumetanide,CAUSES,Ototoxicity (loops)
Torsemide,TARGETS,Na-K-2Cl cotransporter (NKCC2)
Torsemide,TARGETS,Na-Cl cotransporter (NCC)
Torsemide,METABOLIZED_BY,Not significantly metabolized
Torsemide,TRANSPORTED_BY,OAT1
Torsemide,TRANSPORTED_BY,OAT3
Torsemide,TRANSPORTED_BY,OAT4
Torsemide,PARTICIPATES_IN,Renal electrolyte handling pathway
Torsemide,CAUSES,Hypokalemia
Torsemide,CAUSES,Hyponatremia
Torsemide,CAUSES,Hyperuricemia
Torsemide,CAUSES,Dehydration
Torsemide,CAUSES,Ototoxicity (loops)
Hydrochlorothiazide,TARGETS,Na-K-2Cl cotransporter (NKCC2)
Hydrochlorothiazide,TARGETS,Na-Cl cotransporter (NCC)
Hydrochlorothiazide,METABOLIZED_BY,Not significantly metabolized
Hydrochlorothiazide,TRANSPORTED_BY,OAT1
Hydrochlorothiazide,TRANSPORTED_BY,OAT3
Hydrochlorothiazide,TRANSPORTED_BY,OAT4
Hydrochlorothiazide,PARTICIPATES_IN,Renal electrolyte handling pathway
Hydrochlorothiazide,CAUSES,Hypokalemia
Hydrochlorothiazide,CAUSES,Hyponatremia
Hydrochlorothiazide,CAUSES,Hyperuricemia
Hydrochlorothiazide,CAUSES,Dehydration
Hydrochlorothiazide,CAUSES,Ototoxicity (loops)
Chlorthalidone,TARGETS,Na-K-2Cl cotransporter (NKCC2)
Chlorthalidone,TARGETS,Na-Cl cotransporter (NCC)
Chlorthalidone,METABOLIZED_BY,Not significantly metabolized
Chlorthalidone,TRANSPORTED_BY,OAT1
Chlorthalidone,TRANSPORTED_BY,OAT3
Chlorthalidone,TRANSPORTED_BY,OAT4
Chlorthalidone,PARTICIPATES_IN,Renal electrolyte handling pathway
Chlorthalidone,CAUSES,Hypokalemia
Chlorthalidone,CAUSES,Hyponatremia
Chlorthalidone,CAUSES,Hyperuricemia
Chlorthalidone,CAUSES,Dehydration
Chlorthalidone,CAUSES,Ototoxicity (loops)
Indapamide,TARGETS,Na-K-2Cl cotransporter (NKCC2)
Indapamide,TARGETS,Na-Cl cotransporter (NCC)
Indapamide,METABOLIZED_BY,Not significantly metabolized
Indapamide,TRANSPORTED_BY,OAT1
Indapamide,TRANSPORTED_BY,OAT3
Indapamide,TRANSPORTED_BY,OAT4
Indapamide,PARTICIPATES_IN,Renal electrolyte handling pathway
Indapamide,CAUSES,Hypokalemia
Indapamide,CAUSES,Hyponatremia
Indapamide,CAUSES,Hyperuricemia
Indapamide,CAUSES,Dehydration
Indapamide,CAUSES,Ototoxicity (loops)
Metolazone,TARGETS,Na-K-2Cl cotransporter (NKCC2)
Metolazone,TARGETS,Na-Cl cotransporter (NCC)
Metolazone,METABOLIZED_BY,Not significantly metabolized
Metolazone,TRANSPORTED_BY,OAT1
Metolazone,TRANSPORTED_BY,OAT3
Metolazone,TRANSPORTED_BY,OAT4
Metolazone,PARTICIPATES_IN,Renal electrolyte handling pathway
Metolazone,CAUSES,Hypokalemia
Metolazone,CAUSES,Hyponatremia
Metolazone,CAUSES,Hyperuricemia
Metolazone,CAUSES,Dehydration
Metolazone,CAUSES,Ototoxicity (loops)
Sitagliptin,TARGETS,Dipeptidyl peptidase 4 (DPP-4)
Sitagliptin,METABOLIZED_BY,CYP3A4 (sitagliptin/saxagliptin)
Sitagliptin,TRANSPORTED_BY,P-glycoprotein (P-gp)
Sitagliptin,PARTICIPATES_IN,Incretin hormone pathway
Sitagliptin,CAUSES,Nasopharyngitis
Sitagliptin,CAUSES,Headache
Sitagliptin,CAUSES,Pancreatitis risk
Sitagliptin,CAUSES,Joint pain
Saxagliptin,TARGETS,Dipeptidyl peptidase 4 (DPP-4)
Saxagliptin,METABOLIZED_BY,CYP3A4 (sitagliptin/saxagliptin)
Saxagliptin,TRANSPORTED_BY,P-glycoprotein (P-gp)
Saxagliptin,PARTICIPATES_IN,Incretin hormone pathway
Saxagliptin,CAUSES,Nasopharyngitis
Saxagliptin,CAUSES,Headache
Saxagliptin,CAUSES,Pancreatitis risk
Saxagliptin,CAUSES,Joint pain
Linagliptin,TARGETS,Dipeptidyl peptidase 4 (DPP-4)
Linagliptin,METABOLIZED_BY,CYP3A4 (sitagliptin/saxagliptin)
Linagliptin,TRANSPORTED_BY,P-glycoprotein (P-gp)
Linagliptin,PARTICIPATES_IN,Incretin hormone pathway
Linagliptin,CAUSES,Nasopharyngitis
Linagliptin,CAUSES,Headache
Linagliptin,CAUSES,Pancreatitis risk
Linagliptin,CAUSES,Joint pain
Alogliptin,TARGETS,Dipeptidyl peptidase 4 (DPP-4)
Alogliptin,METABOLIZED_BY,CYP3A4 (sitagliptin/saxagliptin)
Alogliptin,TRANSPORTED_BY,P-glycoprotein (P-gp)
Alogliptin,PARTICIPATES_IN,Incretin hormone pathway
Alogliptin,CAUSES,Nasopharyngitis
Alogliptin,CAUSES,Headache
Alogliptin,CAUSES,Pancreatitis risk
Alogliptin,CAUSES,Joint pain
Vildagliptin,TARGETS,Dipeptidyl peptidase 4 (DPP-4)
Vildagliptin,METABOLIZED_BY,CYP3A4 (sitagliptin/saxagliptin)
Vildagliptin,TRANSPORTED_BY,P-glycoprotein (P-gp)
Vildagliptin,PARTICIPATES_IN,Incretin hormone pathway
Vildagliptin,CAUSES,Nasopharyngitis
Vildagliptin,CAUSES,Headache
Vildagliptin,CAUSES,Pancreatitis risk
Vildagliptin,CAUSES,Joint pain
Exenatide,TARGETS,GLP-1 receptor
Exenatide,METABOLIZED_BY,Proteolytic degradation (endopeptidases)
Exenatide,TRANSPORTED_BY,Not fully characterized (large peptides)
Exenatide,PARTICIPATES_IN,Incretin mimetic pathway
Exenatide,CAUSES,Nausea
Exenatide,CAUSES,Vomiting
Exenatide,CAUSES,Diarrhea
Exenatide,CAUSES,Pancreatitis
Exenatide,CAUSES,Thyroid C-cell tumor risk
Liraglutide,TARGETS,GLP-1 receptor
Liraglutide,METABOLIZED_BY,Proteolytic degradation (endopeptidases)
Liraglutide,TRANSPORTED_BY,Not fully characterized (large peptides)
Liraglutide,PARTICIPATES_IN,Incretin mimetic pathway
Liraglutide,CAUSES,Nausea
Liraglutide,CAUSES,Vomiting
Liraglutide,CAUSES,Diarrhea
Liraglutide,CAUSES,Pancreatitis
Liraglutide,CAUSES,Thyroid C-cell tumor risk
Dulaglutide,TARGETS,GLP-1 receptor
Dulaglutide,METABOLIZED_BY,Proteolytic degradation (endopeptidases)
Dulaglutide,TRANSPORTED_BY,Not fully characterized (large peptides)
Dulaglutide,PARTICIPATES_IN,Incretin mimetic pathway
Dulaglutide,CAUSES,Nausea
Dulaglutide,CAUSES,Vomiting
Dulaglutide,CAUSES,Diarrhea
Dulaglutide,CAUSES,Pancreatitis
Dulaglutide,CAUSES,Thyroid C-cell tumor risk
Semaglutide,TARGETS,GLP-1 receptor
Semaglutide,METABOLIZED_BY,Proteolytic degradation (endopeptidases)
Semaglutide,TRANSPORTED_BY,Not fully characterized (large peptides)
Semaglutide,PARTICIPATES_IN,Incretin mimetic pathway
Semaglutide,CAUSES,Nausea
Semaglutide,CAUSES,Vomiting
Semaglutide,CAUSES,Diarrhea
Semaglutide,CAUSES,Pancreatitis
Semaglutide,CAUSES,Thyroid C-cell tumor risk
Lixisenatide,TARGETS,GLP-1 receptor
Lixisenatide,METABOLIZED_BY,Proteolytic degradation (endopeptidases)
Lixisenatide,TRANSPORTED_BY,Not fully characterized (large peptides)
Lixisenatide,PARTICIPATES_IN,Incretin mimetic pathway
Lixisenatide,CAUSES,Nausea
Lixisenatide,CAUSES,Vomiting
Lixisenatide,CAUSES,Diarrhea
Lixisenatide,CAUSES,Pancreatitis
Lixisenatide,CAUSES,Thyroid C-cell tumor risk
